Document	Matched Term	Code	Concept Name	Semantic Type	Annotations	Certainty	ContextualAspect	ContextualModality	Degree	Experiencer	Permanence	Polarity	Temporality
17440672.txt	diagnosis	RID10394	RID10394		diagnosis/8791								
17440672.txt	well defined	RID34279	RID34279		well/8813, defined/8818								
17440672.txt	diagnosis	RID10394	RID10394		diagnosis/8913								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/8926, edema/8936								
17440672.txt	edema	RID4865	RID4865		edema/8936								
17440672.txt	chest	RID1243	RID1243		chest/9030								
17440672.txt	CT	RID10321	RID10321		CT/9036								
17440672.txt	Pulmonary edema	RID4866	RID4866		Pulmonary/9077, edema/9087								
17440672.txt	edema	RID4865	RID4865		edema/9087								
17440672.txt	complete	RID5689	RID5689		complete/9137								
17440672.txt	complete	RID45847	RID45847		complete/9137								
17440672.txt	edema	RID4865	RID4865		edema/9177								
17440672.txt	increased	RID36043	RID36043		increased/9184								
17440672.txt	edema	RID4865	RID4865		edema/9207								
17440672.txt	without	RID49854	RID49854		without/9222								
17440672.txt	diffuse	RID5701	RID5701		diffuse/9230								
17440672.txt	mixed	RID5890	RID5890		mixed/9259								
17440672.txt	edema	RID4865	RID4865		edema/9265								
17440672.txt	both	RID5770	RID5770		both/9310								
17440672.txt	increased	RID36043	RID36043		increased/9327								
17440672.txt	pressure	RID13034	RID13034		pressure/9349								
17440672.txt	increased	RID36043	RID36043		increased/9362								
17440672.txt	capillary	RID35822	RID35822		capillary/9382								
17440672.txt	edema	RID4865	RID4865		edema/9425								
17440672.txt	increased	RID36043	RID36043		increased/9447								
17440672.txt	capillary	RID35822	RID35822		capillary/9457								
17440672.txt	pressure	RID13034	RID13034		pressure/9479								
17440672.txt	normal	RID13173	RID13173		normal/9518								
17440672.txt	selective	RID46076	RID46076		selective/9525								
17440672.txt	capillary	RID35822	RID35822		capillary/9555								
17440672.txt	Increased	RID36043	RID36043		Increased/9612								
17440672.txt	pressure	RID13034	RID13034		pressure/9634								
17440672.txt	lesions	RID3874	RID3874		lesions/9671								
17440672.txt	lesions	RID34301	RID34301		lesions/9671								
17440672.txt	lesions	RID38780	RID38780		lesions/9671								
17440672.txt	lesions	RID39055	RID39055		lesions/9671								
17440672.txt	pulmonary veins	RID28588	RID28588		pulmonary/9686, veins/9696								
17440672.txt	pulmonary veins	RID1231	RID1231		pulmonary/9686, veins/9696								
17440672.txt	pulmonary veins left left common left pulmonary	RID1238	RID1238		pulmonary/9686, veins/9696, left/9703, left/9740, common/9779, left/9803, pulmonary/9910								
17440672.txt	veins	RID1008	RID1008		veins/9696								
17440672.txt	veins	RID28587	RID28587		veins/9696								
17440672.txt	left	RID5824	RID5824		left/9703								
17440672.txt	left atrium	RID1390	RID1390		left/9703, atrium/9708								
17440672.txt	atrium	RID7135	RID7135		atrium/9708								
17440672.txt	mitral valve	RID1395	RID1395		mitral/9718, valve/9725								
17440672.txt	valve	RID5549	RID5549		valve/9725								
17440672.txt	left	RID5824	RID5824		left/9740								
17440672.txt	reduced	RID49912	RID49912		reduced/9795								
17440672.txt	left	RID5824	RID5824		left/9803								
17440672.txt	pressure	RID13034	RID13034		pressure/9859								
17440672.txt	microcirculation	RID38757	RID38757		microcirculation/9927								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/10013, edema/10023								
17440672.txt	edema	RID4865	RID4865		edema/10023								
17440672.txt	interstitial	RID6251	RID6251		interstitial/10054								
17440672.txt	edema	RID4865	RID4865		edema/10067								
17440672.txt	first	RID5996	RID5996		first/10107								
17440672.txt	interstitial	RID6251	RID6251		interstitial/10139								
17440672.txt	interstitial space	RID38630	RID38630		interstitial/10139, space/10225								
17440672.txt	edema	RID4865	RID4865		edema/10152								
17440672.txt	fluid	RID1547	RID1547		fluid/10201								
17440672.txt	vascular	RID49914	RID49914		vascular/10216								
17440672.txt	interstitium	RID28512	RID28512		interstitium/10240								
17440672.txt	increased	RID36043	RID36043		increased/10261								
17440672.txt	capillary	RID35822	RID35822		capillary/10271								
17440672.txt	pressure	RID13034	RID13034		pressure/10281								
17440672.txt	pressure	RID13034	RID13034		pressure/10298								
17440672.txt	fluid	RID1547	RID1547		fluid/10329								
17440672.txt	leaks	RID4874	RID4874		leaks/10335								
17440672.txt	protein	RID1554	RID1554		protein/10371								
17440672.txt	fluid	RID1547	RID1547		fluid/10399								
17440672.txt	lower	RID46058	RID46058		lower/10408								
17440672.txt	capillary	RID35822	RID35822		capillary/10443								
17440672.txt	intact	RID39115	RID39115		intact/10481								
17440672.txt	increased	RID36043	RID36043		increased/10530								
17440672.txt	capillary	RID35822	RID35822		capillary/10552								
17440672.txt	pressure	RID13034	RID13034		pressure/10562								
17440672.txt	pulmonary edema edema	RID4866	RID4866		pulmonary/10602, edema/10646, edema/10665								
17440672.txt	vascular	RID49914	RID49914		vascular/10612								
17440672.txt	congestion	RID4863	RID4863		congestion/10621								
17440672.txt	interstitial	RID6251	RID6251		interstitial/10633								
17440672.txt	edema	RID4865	RID4865		edema/10646								
17440672.txt	capillary	RID35822	RID35822		capillary/10798								
17440672.txt	pressure	RID13034	RID13034		pressure/10808								
17440672.txt	known	RID39120	RID39120		known/10832								
17440672.txt	fluid	RID1547	RID1547		fluid/10859								
17440672.txt	pressure	RID13034	RID13034		pressure/10923								
17440672.txt	high	RID46060	RID46060		high/10939								
17440672.txt	true	RID49834	RID49834		true/11013								
17440672.txt	patients	RID49815	RID49815		patients/11019								
17440672.txt	patients positioning	RID10420	RID10420		patients/11019, positioning/11396								
17440672.txt	present	RID28472	RID28472		present/11032								
17440672.txt	pulmonary pulmonary edema pulmonary	RID4866	RID4866		pulmonary/11040, pulmonary/11114, edema/11158, pulmonary/11215								
17440672.txt	capillary	RID35822	RID35822		capillary/11050								
17440672.txt	pressure	RID13034	RID13034		pressure/11060								
17440672.txt	fluid	RID1547	RID1547		fluid/11124								
17440672.txt	fluid levels	RID35228	RID35228		fluid/11124, levels/11192								
17440672.txt	present	RID28472	RID28472		present/11150								
17440672.txt	edema	RID4865	RID4865		edema/11158								
17440672.txt	normal	RID13173	RID13173		normal/11176								
17440672.txt	pressure	RID13034	RID13034		pressure/11183								
17440672.txt	vascular	RID49914	RID49914		vascular/11225								
17440672.txt	congestion	RID4863	RID4863		congestion/11234								
17440672.txt	chest	RID1243	RID1243		chest/11285								
17440672.txt	X rays	RID10345	RID10345		X/11291, rays/11293								
17440672.txt	limited	RID5684	RID5684		limited/11301								
17440672.txt	assessment	RID36026	RID36026		assessment/11335								
17440672.txt	caliber	RID13440	RID13440		caliber/11470								
17440672.txt	vessels	RID4	RID4		vessels/11481								
17440672.txt	vessels	RID39545	RID39545		vessels/11481								
17440672.txt	vessels pulmonary	RID49865	RID49865		vessels/11481, pulmonary/11547								
17440672.txt	upper	RID46057	RID46057		upper/11496								
17440672.txt	lower	RID46058	RID46058		lower/11506								
17440672.txt	lung	RID1301	RID1301		lung/11512								
17440672.txt	regions	RID34260	RID34260		regions/11517								
17440672.txt	pulmonary hilum	RID34566	RID34566		pulmonary/11547, hilum/11557								
17440672.txt	hilum	RID5962	RID5962		hilum/11557								
17440672.txt	comparison	RID28483	RID28483		comparison/11567								
17440672.txt	tests	RID6784	RID6784		tests/11589								
17440672.txt	increases	RID5732	RID5732		increases/11595								
17440672.txt	increases	RID36043	RID36043		increases/11595								
17440672.txt	caliber	RID13440	RID13440		caliber/11663								
17440672.txt	arteries	RID28585	RID28585		arteries/11700								
17440672.txt	arteries	RID478	RID478		arteries/11700								
17440672.txt	veins	RID1008	RID1008		veins/11713								
17440672.txt	veins	RID28587	RID28587		veins/11713								
17440672.txt	perihilar	RID39233	RID39233		perihilar/11727								
17440672.txt	regions	RID34260	RID34260		regions/11737								
17440672.txt	caliber	RID13440	RID13440		caliber/11761								
17440672.txt	second	RID5998	RID5998		second/11833								
17440672.txt	edema	RID4865	RID4865		edema/11882								
17440672.txt	edema edema pulmonary	RID4866	RID4866		edema/11882, edema/11904, pulmonary/12050								
17440672.txt	interstitial	RID6251	RID6251		interstitial/11891								
17440672.txt	edema	RID4865	RID4865		edema/11904								
17440672.txt	interstitial	RID6251	RID6251		interstitial/11944								
17440672.txt	thickening	RID28509	RID28509		thickening/11957								
17440672.txt	central	RID5827	RID5827		central/11969								
17440672.txt	fluid	RID1547	RID1547		fluid/11977								
17440672.txt	drainage	RID10417	RID10417		drainage/11983								
17440672.txt	chest	RID1243	RID1243		chest/11997								
17440672.txt	chest vessels	RID49962	RID49962		chest/11997, vessels/12060								
17440672.txt	chest walls	RID2468	RID2468		chest/11997, walls/12109								
17440672.txt	X rays	RID10345	RID10345		X/12003, rays/12005								
17440672.txt	poorly defined	RID34283	RID34283		poorly/12035, defined/12042								
17440672.txt	pulmonary vessels	RID49865	RID49865		pulmonary/12050, vessels/12060								
17440672.txt	vessels	RID4	RID4		vessels/12060								
17440672.txt	vessels	RID39545	RID39545		vessels/12060								
17440672.txt	thickening	RID28509	RID28509		thickening/12081								
17440672.txt	thickening bronchial walls	RID46027	RID46027		thickening/12081, bronchial/12099, walls/12109								
17440672.txt	walls	RID5987	RID5987		walls/12109								
17440672.txt	sheath	RID6069	RID6069		sheath/12130								
17440672.txt	thickened	RID5914	RID5914		thickened/12159								
17440672.txt	thickened bronchial walls	RID46027	RID46027		thickened/12159, bronchial/12169, walls/12179								
17440672.txt	walls	RID5987	RID5987		walls/12179								
17440672.txt	increase diameter	RID39460	RID39460		increase/12201, diameter/12217								
17440672.txt	increase diameter	RID39460	RID39460		increase/12201, diameter/12217								
17440672.txt	diameter	RID13432	RID13432		diameter/12217								
17440672.txt	central	RID5827	RID5827		central/12229								
17440672.txt	peripheral	RID5828	RID5828		peripheral/12241								
17440672.txt	pulmonary vessels	RID49865	RID49865		pulmonary/12252, vessels/12262								
17440672.txt	vessels	RID4	RID4		vessels/12262								
17440672.txt	vessels	RID39545	RID39545		vessels/12262								
17440672.txt	Thickened	RID5914	RID5914		Thickened/12275								
17440672.txt	fluid	RID1547	RID1547		fluid/12288								
17440672.txt	infiltration	RID11104	RID11104		infiltration/12294								
17440672.txt	septa	RID5982	RID5982		septa/12321								
17440672.txt	interstitial	RID6251	RID6251		interstitial/12339								
17440672.txt	pressure	RID13034	RID13034		pressure/12352								
17440672.txt	high	RID46060	RID46060		high/12369								
17440672.txt	interstitial	RID6251	RID6251		interstitial/12398								
17440672.txt	interstitial space	RID38630	RID38630		interstitial/12398, space/12506								
17440672.txt	edema	RID4865	RID4865		edema/12411								
17440672.txt	ground glass	RID28531	RID28531		ground/12436, glass/12443								
17440672.txt	ground glass opacities	RID28531	RID28531		ground/12436, glass/12443, opacities/12449								
17440672.txt	opacities	RID28530	RID28530		opacities/12449								
17440672.txt	11	RID6016	RID6016		11/12466								
17440672.txt	fluid	RID1547	RID1547		fluid/12479								
17440672.txt	characterizing small	RID5773	RID5773		characterizing/12513, small/12586								
17440672.txt	edema	RID4865	RID4865		edema/12562								
17440672.txt	edema	RID4865	RID4865		edema/12578								
17440672.txt	small	RID5774	RID5774		small/12586								
17440672.txt	nodules	RID3874	RID3874		nodules/12592								
17440672.txt	nodules	RID34301	RID34301		nodules/12592								
17440672.txt	nodules	RID38780	RID38780		nodules/12592								
17440672.txt	nodules	RID39055	RID39055		nodules/12592								
17440672.txt	nodules	RID3875	RID3875		nodules/12592								
17440672.txt	bilateral	RID5771	RID5771		bilateral/12684								
17440672.txt	consolidations	RID43255	RID43255		consolidations/12694								
17440672.txt	consolidations	RID5873	RID5873		consolidations/12694								
17440672.txt	probably	RID33	RID33		probably/12717								
17440672.txt	central	RID5827	RID5827		central/12787								
17440672.txt	lower	RID46058	RID46058		lower/12799								
17440672.txt	regions	RID34260	RID34260		regions/12805								
17440672.txt	lungs	RID13437	RID13437		lungs/12820								
17440672.txt	lungs	RID1301	RID1301		lungs/12820								
17440672.txt	pulmonary edemas	RID4866	RID4866		pulmonary/12852, edemas/12862								
17440672.txt	edemas	RID4865	RID4865		edemas/12862								
17440672.txt	known	RID39120	RID39120		known/12914								
17440672.txt	Pressure	RID13034	RID13034		Pressure/12963								
17440672.txt	rapid	RID34329	RID34329		rapid/13005								
17440672.txt	first	RID5996	RID5996		first/13031								
17440672.txt	interstitial	RID6251	RID6251		interstitial/13044								
17440672.txt	second	RID5998	RID5998		second/13065								
17440672.txt	first	RID5996	RID5996		first/13102								
17440672.txt	not seen	RID38584	RID38584		not/13117, seen/13121								
17440672.txt	acute	RID5718	RID5718		acute/13181								
17440672.txt	myocardial infarction	RID3236	RID3236		myocardial/13187, infarction/13198								
17440672.txt	infarction	RID5172	RID5172		infarction/13198								
17440672.txt	rupture	RID4713	RID4713		rupture/13218								
17440672.txt	papillary muscle	RID1400	RID1400		papillary/13229, muscle/13239								
17440672.txt	muscle	RID13196	RID13196		muscle/13239								
17440672.txt	infarction	RID5172	RID5172		infarction/13246								
17440672.txt	kidney	RID205	RID205		kidney/13261								
17440672.txt	12	RID6018	RID6018		12/13280								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/13333, edema/13343								
17440672.txt	edema	RID4865	RID4865		edema/13343								
17440672.txt	diagnosis	RID10394	RID10394		diagnosis/13349								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/13390, effusion/13398								
17440672.txt	effusion	RID4872	RID4872		effusion/13398								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/13521, edema/13531								
17440672.txt	edema	RID4865	RID4865		edema/13531								
17440672.txt	left	RID5824	RID5824		left/13540								
17440672.txt	absent	RID28473	RID28473		absent/13595								
17440672.txt	edema	RID4865	RID4865		edema/13623								
17440672.txt	edema pulmonary	RID4866	RID4866		edema/13623, pulmonary/13642								
17440672.txt	pulmonary infarction	RID34889	RID34889		pulmonary/13642, infarction/13713								
17440672.txt	abnormalities	RID28453	RID28453		abnormalities/13659								
17440672.txt	stenosis	RID5016	RID5016		stenosis/13686								
17440672.txt	acute	RID5718	RID5718		acute/13696								
17440672.txt	myocardial infarction	RID3236	RID3236		myocardial/13702, infarction/13713								
17440672.txt	infarction	RID5172	RID5172		infarction/13713								
17440672.txt	acute	RID5718	RID5718		acute/13727								
17440672.txt	regurgitation	RID39238	RID39238		regurgitation/13740								
17440672.txt	axial planes	RID10579	RID10579		axial/13828, planes/13834								
17440672.txt	diameter	RID13432	RID13432		diameter/13857								
17440672.txt	perpendicular	RID39235	RID39235		perpendicular/13866								
17440672.txt	long	RID6123	RID6123		long/13887								
17440672.txt	long axis	RID10571	RID10571		long/13887, axis/13892								
17440672.txt	axis	RID7747	RID7747		axis/13892								
17440672.txt	cardiac veins	RID1215	RID1215		cardiac/13922, veins/14071								
17440672.txt	measurement	RID10409	RID10409		measurement/13930								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/13949, edema/13959								
17440672.txt	edema	RID4865	RID4865		edema/13959								
17440672.txt	left	RID5824	RID5824		left/13980								
17440672.txt	left atrium	RID1390	RID1390		left/13980, atrium/13985								
17440672.txt	left cm cm	RID26390	RID26390		left/13980, cm/14111, cm/14146								
17440672.txt	atrium	RID7135	RID7135		atrium/13985								
17440672.txt	transverse	RID5854	RID5854		transverse/14025								
17440672.txt	axis	RID7747	RID7747		axis/14036								
17440672.txt	level 1	RID49781	RID49781		level/14048, 1/14144								
17440672.txt	pulmonary veins	RID28588	RID28588		pulmonary/14061, veins/14071								
17440672.txt	pulmonary veins	RID1231	RID1231		pulmonary/14061, veins/14071								
17440672.txt	veins	RID1008	RID1008		veins/14071								
17440672.txt	veins	RID28587	RID28587		veins/14071								
17440672.txt	cm	RID11952	RID11952		cm/14111								
17440672.txt	deviation	RID10445	RID10445		deviation/14131								
17440672.txt	cm	RID11952	RID11952		cm/14146								
17440672.txt	normal	RID13173	RID13173		normal/14152								
17440672.txt	Pleural effusion	RID34539	RID34539		Pleural/14165, effusion/14173								
17440672.txt	effusion	RID4872	RID4872		effusion/14173								
17440672.txt	severe	RID5673	RID5673		severe/14217								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/14236, edema/14246								
17440672.txt	edema	RID4865	RID4865		edema/14246								
17440672.txt	right	RID5825	RID5825		right/14279								
17440672.txt	right sided	RID46055	RID46055		right/14279, sided/14285								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/14291, effusion/14299								
17440672.txt	effusion	RID4872	RID4872		effusion/14299								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/14351, effusion/14359								
17440672.txt	effusion	RID4872	RID4872		effusion/14359								
17440672.txt	left	RID5824	RID5824		left/14380								
17440672.txt	left sided	RID46054	RID46054		left/14380, sided/14385								
17440672.txt	bilateral	RID5771	RID5771		bilateral/14394								
17440672.txt	patients	RID49815	RID49815		patients/14432								
17440672.txt	pulmonary edema	RID4866	RID4866		pulmonary/14458, edema/14468								
17440672.txt	edema	RID4865	RID4865		edema/14468								
17440672.txt	chronic	RID5719	RID5719		chronic/14498								
17440672.txt	acquired	RID45826	RID45826		acquired/14506								
17440672.txt	acquired	RID5662	RID5662		acquired/14506								
17440672.txt	patients	RID49815	RID49815		patients/14588								
17440672.txt	groups	RID5700	RID5700		groups/14623								
17440672.txt	patients	RID49815	RID49815		patients/14645								
17440672.txt	acute	RID5718	RID5718		acute/14655								
17440672.txt	myocardial infarction	RID3236	RID3236		myocardial/14661, infarction/14672								
17440672.txt	infarction	RID5172	RID5172		infarction/14672								
17440672.txt	infarction pulmonary	RID34889	RID34889		infarction/14672, pulmonary/14831								
17440672.txt	acute	RID5718	RID5718		acute/14684								
17440672.txt	rupture	RID4713	RID4713		rupture/14727								
17440672.txt	acute	RID5718	RID5718		acute/14736								
17440672.txt	cardiomyopathy	RID3243	RID3243		cardiomyopathy/14742								
17440672.txt	mediastinitis	RID3490	RID3490		mediastinitis/14771								
17440672.txt	mediastinitis vein	RID1075	RID1075		mediastinitis/14771, vein/14841								
17440672.txt	reduced	RID49912	RID49912		reduced/14823								
17440672.txt	reduced diameter	RID39447	RID39447		reduced/14823, diameter/14846								
17440672.txt	pulmonary vein	RID28588	RID28588		pulmonary/14831, vein/14841								
17440672.txt	pulmonary vein	RID1231	RID1231		pulmonary/14831, vein/14841								
17440672.txt	vein	RID1008	RID1008		vein/14841								
17440672.txt	diameter	RID13432	RID13432		diameter/14846								
17440672.txt	diameter increased	RID39460	RID39460		diameter/14846, increased/14859								
17440672.txt	diameter increased	RID39460	RID39460		diameter/14846, increased/14859								
17440672.txt	increased	RID36043	RID36043		increased/14859								
17440672.txt	unilateral	RID38593	RID38593		unilateral/14869								
17440672.txt	pressure	RID13034	RID13034		pressure/14892								
17440672.txt	mediastinitis	RID3490	RID3490		mediastinitis/14913								
17440672.txt	several	RID5763	RID5763		several/14936								
17440672.txt	infection	RID3710	RID3710		infection/14986								
17440672.txt	Ground glass	RID28531	RID28531		Ground/15032, glass/15039								
17440672.txt	Ground glass opacities	RID28531	RID28531		Ground/15032, glass/15039, opacities/15045								
17440672.txt	opacities	RID28530	RID28530		opacities/15045								
17440672.txt	all	RID5769	RID5769		all/15072								
17440672.txt	patients	RID49815	RID49815		patients/15079								
17440672.txt	bilateral	RID5771	RID5771		bilateral/15119								
17440672.txt	patients	RID49815	RID49815		patients/15144								
17440672.txt	mediastinitis	RID3490	RID3490		mediastinitis/15168								
17440672.txt	unilateral	RID38593	RID38593		unilateral/15192								
17440672.txt	ground glass	RID28531	RID28531		ground/15203, glass/15210								
17440672.txt	ground glass opacities	RID28531	RID28531		ground/15203, glass/15210, opacities/15216								
17440672.txt	opacities	RID28530	RID28530		opacities/15216								
17440672.txt	ground glass	RID28531	RID28531		ground/15249, glass/15256								
17440672.txt	ground glass opacities	RID28531	RID28531		ground/15249, glass/15256, opacities/15262								
17440672.txt	opacities	RID28530	RID28530		opacities/15262								
17440672.txt	out patients	RID45899	RID45899		out/15291, patients/15318								
17440672.txt	edema	RID4865	RID4865		edema/15312								
17440672.txt	patients	RID49815	RID49815		patients/15318								
17440672.txt	Interlobular septal thickening	RID28510	RID28510		Interlobular/15328, septal/15341, thickening/15348								
17440672.txt	septal	RID39264	RID39264		septal/15341								
17440672.txt	septal thickening	RID46021	RID46021		septal/15341, thickening/15348								
17440672.txt	thickening	RID28509	RID28509		thickening/15348								
17440672.txt	edema	RID4865	RID4865		edema/15408								
17440672.txt	patients	RID49815	RID49815		patients/15440								
17440672.txt	interstitial	RID6251	RID6251		interstitial/15474								
17440672.txt	drainage	RID10417	RID10417		drainage/15503								
17440672.txt	lung	RID1301	RID1301		lung/15522								
17440672.txt	fluid	RID1547	RID1547		fluid/15527								
17440672.txt	bilateral	RID5771	RID5771		bilateral/15551								
17440672.txt	patients	RID49815	RID49815		patients/15567								
17440672.txt	unilateral	RID38593	RID38593		unilateral/15587								
17440672.txt	Interlobular septal thickening	RID28510	RID28510		Interlobular/15611, septal/15624, thickening/15631								
17440672.txt	septal	RID39264	RID39264		septal/15624								
17440672.txt	septal thickening	RID46021	RID46021		septal/15624, thickening/15631								
17440672.txt	thickening	RID28509	RID28509		thickening/15631								
17440672.txt	smooth	RID5912	RID5912		smooth/15646								
17440672.txt	all	RID5769	RID5769		all/15656								
17440672.txt	patients	RID49815	RID49815		patients/15710								
17440672.txt	nodular	RID5802	RID5802		nodular/15741								
17440672.txt	appearance	RID49903	RID49903		appearance/15749								
17440672.txt	probably	RID33	RID33		probably/15761								
17440672.txt	increase diameter	RID39460	RID39460		increase/15780, diameter/15804								
17440672.txt	increase diameter	RID39460	RID39460		increase/15780, diameter/15804								
17440672.txt	septal	RID39264	RID39264		septal/15792								
17440672.txt	septal vein	RID1146	RID1146		septal/15792, vein/15799								
17440672.txt	vein	RID1008	RID1008		vein/15799								
17440672.txt	diameter	RID13432	RID13432		diameter/15804								
17440672.txt	Nodular	RID5802	RID5802		Nodular/15814								
17440672.txt	thickening	RID28509	RID28509		thickening/15822								
17440672.txt	thickening interlobular Septal thickening	RID28510	RID28510		thickening/15822, interlobular/15840, Septal/15964, thickening/15971								
17440672.txt	septa	RID5982	RID5982		septa/15853								
17440672.txt	several	RID5763	RID5763		several/15882								
17440672.txt	several diseases	RID5379	RID5379		several/15882, diseases/15890								
17440672.txt	sarcoidosis	RID34662	RID34662		sarcoidosis/15916								
17440672.txt	Septal	RID39264	RID39264		Septal/15964								
17440672.txt	Septal thickening	RID46021	RID46021		Septal/15964, thickening/15971								
17440672.txt	thickening	RID28509	RID28509		thickening/15971								
17440672.txt	Ground glass	RID28531	RID28531		Ground/16010, glass/16017								
17440672.txt	Ground glass opacities	RID28531	RID28531		Ground/16010, glass/16017, opacities/16023								
17440672.txt	Ground glass attenuation	RID28531	RID28531		Ground/16010, glass/16017, attenuation/16110								
17440672.txt	Ground glass pattern	RID35247	RID35247		Ground/16010, glass/16017, pattern/16122								
17440672.txt	opacities	RID28530	RID28530		opacities/16023								
17440672.txt	all	RID5769	RID5769		all/16050								
17440672.txt	patients	RID49815	RID49815		patients/16054								
17440672.txt	septal	RID39264	RID39264		septal/16074								
17440672.txt	septal thickening	RID46021	RID46021		septal/16074, thickening/16081								
17440672.txt	thickening	RID28509	RID28509		thickening/16081								
17440672.txt	mosaic attenuation pattern	RID39149	RID39149		mosaic/16103, attenuation/16110, pattern/16122								
17440672.txt	attenuation	RID28662	RID28662		attenuation/16110								
17440672.txt	10	RID6014	RID6014		10/16146								
17440672.txt	interlobular septal thickening	RID28510	RID28510		interlobular/16185, septal/16198, thickening/16205								
17440672.txt	septal	RID39264	RID39264		septal/16198								
17440672.txt	septal thickening	RID46021	RID46021		septal/16198, thickening/16205								
17440672.txt	thickening	RID28509	RID28509		thickening/16205								
17440672.txt	not observed	RID38584	RID38584		not/16225, observed/16229								
17440672.txt	CT	RID10321	RID10321		CT/16253								
17440672.txt	interstitial	RID6251	RID6251		interstitial/16323								
17440672.txt	thickening	RID28509	RID28509		thickening/16336								
17440672.txt	Pleural effusion	RID34539	RID34539		Pleural/16348, effusion/16356								
17440672.txt	effusion	RID4872	RID4872		effusion/16356								
17440672.txt	edema	RID4865	RID4865		edema/16439								
17440672.txt	bilateral	RID5771	RID5771		bilateral/16477								
17440672.txt	12	RID6018	RID6018		12/16490								
17440672.txt	asymmetrical	RID5808	RID5808		asymmetrical/16508								
17440672.txt	right	RID5825	RID5825		right/16536								
17440672.txt	right sided	RID46055	RID46055		right/16536, sided/16542								
17440672.txt	10	RID6014	RID6014		10/16564								
17440672.txt	patients	RID49815	RID49815		patients/16567								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/16602, effusion/16610								
17440672.txt	effusion	RID4872	RID4872		effusion/16610								
17440672.txt	edema	RID4865	RID4865		edema/16635								
17440672.txt	reported	RID45924	RID45924		reported/16703								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/16712, effusion/16720								
17440672.txt	effusion	RID4872	RID4872		effusion/16720								
17440672.txt	patients	RID49815	RID49815		patients/16739								
17440672.txt	edema	RID4865	RID4865		edema/16765								
17440672.txt	unilateral	RID38593	RID38593		unilateral/16795								
17440672.txt	right	RID5825	RID5825		right/16807								
17440672.txt	right sided	RID46055	RID46055		right/16807, sided/16813								
17440672.txt	bilateral	RID5771	RID5771		bilateral/16862								
17440672.txt	mediastinitis	RID3490	RID3490		mediastinitis/16925								
17440672.txt	unilateral	RID38593	RID38593		unilateral/16949								
17440672.txt	pleural effusion	RID34539	RID34539		pleural/16960, effusion/16968								
17440672.txt	effusion	RID4872	RID4872		effusion/16968								
17440672.txt	interstitial	RID6251	RID6251		interstitial/16998								
17440672.txt	thickening	RID28509	RID28509		thickening/17011								
17440672.txt	12	RID6018	RID6018		12/17038								
17440672.txt	patients	RID49815	RID49815		patients/17041								
17440672.txt	10	RID6014	RID6014		10/17060								
17440672.txt	bilateral	RID5771	RID5771		bilateral/17077								
17440672.txt	smooth	RID5912	RID5912		smooth/17091								
17440672.txt	mediastinitis	RID3490	RID3490		mediastinitis/17130								
17440672.txt	thickening	RID28509	RID28509		thickening/17165								
17440672.txt	thickening bronchial walls	RID46027	RID46027		thickening/17165, bronchial/17243, walls/17253								
17440672.txt	unilateral	RID38593	RID38593		unilateral/17180								
17440672.txt	thickness	RID28672	RID28672		thickness/17226								
17440672.txt	walls	RID5987	RID5987		walls/17253								
17440672.txt	edema	RID4865	RID4865		edema/17275								
17440672.txt	patients	RID49815	RID49815		patients/17281								
17440672.txt	interstitial	RID6251	RID6251		interstitial/17327								
17440672.txt	thickening	RID28509	RID28509		thickening/17340								
17440672.txt	fluid	RID1547	RID1547		fluid/17380								
17440672.txt	central	RID5827	RID5827		central/17390								
17440672.txt	interstitial	RID6251	RID6251		interstitial/17398								
17440672.txt	thickening	RID28509	RID28509		thickening/17451								
17440672.txt	out patients	RID45899	RID45899		out/17498, patients/17507								
17440672.txt	patients	RID49815	RID49815		patients/17507								
17440672.txt	Increased	RID36043	RID36043		Increased/17517								
17440672.txt	Increased diameter	RID39460	RID39460		Increased/17517, diameter/17536								
17440672.txt	Increased diameter	RID39460	RID39460		Increased/17517, diameter/17536								
17440672.txt	vascular	RID49914	RID49914		vascular/17527								
17440672.txt	diameter	RID13432	RID13432		diameter/17536								
17440672.txt	increased	RID36043	RID36043		increased/17599								
17440672.txt	increased diameter	RID39460	RID39460		increased/17599, diameter/17618								
17440672.txt	increased diameter	RID39460	RID39460		increased/17599, diameter/17618								
17440672.txt	vascular	RID49914	RID49914		vascular/17609								
17440672.txt	diameter	RID13432	RID13432		diameter/17618								
17440672.txt	edema	RID4865	RID4865		edema/17648								
17440672.txt	chest	RID1243	RID1243		chest/17683								
17440672.txt	X rays	RID10345	RID10345		X/17689, rays/17691								
17440672.txt	CT	RID10321	RID10321		CT/17742								
17440672.txt	CT scans direct	RID12348	RID12348		CT/17742, scans/17745, direct/17764								
